Ticker,R2_Score,MSE,Intercept
HVN,0.9978528748281446,129758.10201167405,36.65831010521288
NCT,0.997843974958661,269244.12172224,7.199026398375281
SCS,0.9959625559041063,266812.7638420106,277.74318836440216
VJC,0.9959031580230837,681831.250211871,743.544527156715
AST,0.9920418076653581,214863.18338413173,862.22941383141
VTR,0.9915254010230209,68913.26030345318,94.41091363321902
