Ticker,Return,Volume,Cluster
AST,0.0010613666836465552,23053.132250580045,2
HVN,0.0030201311763598704,2583366.3341067284,1
NCT,0.0005926672105389891,10152.32558139535,2
SCS,2.1113051328501907e-05,271464.96287703014,0
VJC,0.0006346556124032395,943990.0162412993,2
VTR,-0.0002961083172996107,46454.1252900232,0
