Date,Close,Open,High,Low,Volume,ChangePercent,Ticker,Return,Average,Volatility,LogReturn
2024-01-02,48159.0,48159.0,48445.0,48159.0,2500,0.0,AST,0.0,48302.0,286.0,0.0
2024-01-03,47682.0,48159.0,48159.0,47682.0,5400,-0.99,AST,-0.9904690712016445,47920.5,477.0,-0.009954068479290257
2024-01-04,48159.0,48254.0,48254.0,47968.0,14700,1.0,AST,-0.1968748704770589,48111.0,286.0,-0.0019706892378668073
2024-01-05,48445.0,48540.0,48540.0,48159.0,13400,0.59,AST,-0.1957148743304491,48349.5,381.0,-0.001959066461488135
2024-01-08,48635.0,48254.0,48922.0,48254.0,12700,0.39,AST,0.7895718489658887,48588.0,668.0,0.007864710418148846
2024-01-09,51306.0,48349.0,51496.0,48063.0,34000,5.49,AST,6.115948623549608,49779.5,3433.0,0.05936216523972426
2024-01-10,52450.0,51496.0,52450.0,51115.0,39200,2.23,AST,1.8525710734814356,51782.5,1335.0,0.01835620009199168
2024-01-11,54357.0,52450.0,56074.0,52450.0,175900,3.64,AST,3.6358436606291704,54262.0,3624.0,0.035713065279773915
2024-01-12,54262.0,55025.0,55025.0,54071.0,50000,-0.17,AST,-1.3866424352567015,54548.0,954.0,-0.013963461295979585
2024-01-15,53880.0,54357.0,54643.0,53880.0,94300,-0.7,AST,-0.8775318726199018,54261.5,763.0,-0.00881404857991619
2024-01-16,54167.0,53404.0,54262.0,53213.0,32700,0.53,AST,1.428731930192495,53737.5,1049.0,0.014186217401052303
2024-01-17,54357.0,54167.0,54357.0,53785.0,13200,0.35,AST,0.3507670722026326,54071.0,572.0,0.0035015331931784743
2024-01-18,54262.0,56074.0,56074.0,53785.0,30000,-0.17,AST,-3.2314441630702286,54929.5,2289.0,-0.032848080871684004
2024-01-19,54262.0,54262.0,54834.0,54071.0,35400,0.0,AST,0.0,54452.5,763.0,0.0
2024-01-22,53880.0,56169.0,56169.0,53785.0,90100,-0.7,AST,-4.07520162367142,54977.0,2384.0,-0.041605651745962646
2024-01-23,54739.0,55120.0,55120.0,53976.0,6500,1.59,AST,-0.6912191582002903,54548.0,1144.0,-0.006936191436571093
2024-01-24,54262.0,54453.0,54453.0,53880.0,38200,-0.87,AST,-0.35076120691238316,54166.5,573.0,-0.0035137781634038134
2024-01-25,54262.0,54357.0,54357.0,53976.0,5700,0.0,AST,-0.1747704987398127,54166.5,381.0,-0.0017492340055333955
2024-01-26,54357.0,54167.0,54357.0,53976.0,8200,0.18,AST,0.3507670722026326,54166.5,381.0,0.0035015331931784743
2024-01-29,54262.0,54357.0,54357.0,53976.0,10500,-0.17,AST,-0.1747704987398127,54166.5,381.0,-0.0017492340055333955
2024-01-30,55406.0,54357.0,55406.0,53785.0,127300,2.11,AST,1.9298342439796161,54595.5,1621.0,0.01911449101588225
2024-01-31,54834.0,57218.0,57218.0,54739.0,88100,-1.03,AST,-4.166521024852319,55978.5,2479.0,-0.04255809467927918
2024-02-01,54071.0,54834.0,54834.0,54071.0,93700,-1.39,AST,-1.391472444104023,54452.5,763.0,-0.014012441751118487
2024-02-02,54453.0,54071.0,54453.0,53880.0,32400,0.71,AST,0.7064785189842984,54166.5,573.0,0.007039946512948703
2024-02-05,54167.0,54357.0,54357.0,54071.0,6500,-0.53,AST,-0.3495409974796254,54214.0,286.0,-0.0035015331931784743
2024-02-06,54739.0,54834.0,54834.0,53976.0,26900,1.06,AST,-0.17325017325017325,54405.0,858.0,-0.0017340042492879348
2024-02-07,54357.0,54357.0,54739.0,54167.0,10300,-0.7,AST,0.0,54453.0,572.0,0.0
2024-02-15,55025.0,54548.0,55406.0,54548.0,52500,1.23,AST,0.8744591919043778,54977.0,858.0,0.008706579416937643
2024-02-16,55597.0,55120.0,55597.0,55120.0,19200,1.04,AST,0.8653846153846154,55358.5,477.0,0.008616616260878729
2024-02-19,56265.0,55788.0,56265.0,55502.0,153100,1.2,AST,0.8550225855022585,55883.5,763.0,0.00851387970551265
2024-02-20,55502.0,55788.0,55788.0,55216.0,83100,-1.36,AST,-0.512655051265505,55502.0,572.0,-0.00513973635730558
2024-02-21,55025.0,55311.0,55311.0,54834.0,92000,-0.86,AST,-0.5170761692972464,55072.5,477.0,-0.005184176343837166
2024-02-22,54929.0,55311.0,55692.0,54929.0,67500,-0.17,AST,-0.6906401981522663,55310.5,763.0,-0.006930361555713915
2024-02-23,55311.0,54929.0,56074.0,54929.0,55500,0.7,AST,0.6954432085055253,55501.5,1145.0,0.006930361555713915
2024-02-26,55311.0,55025.0,55311.0,54834.0,44600,0.0,AST,0.5197637437528396,55072.5,477.0,0.005184176343837166
2024-02-27,55692.0,55025.0,55692.0,54834.0,25200,0.69,AST,1.2121762835074965,55263.0,858.0,0.012048882634513092
2024-02-28,55788.0,55883.0,55883.0,55311.0,22400,0.17,AST,-0.16999803160173935,55597.0,572.0,-0.0017014269222563883
2024-02-29,55311.0,55025.0,55311.0,54834.0,25600,-0.86,AST,0.5197637437528396,55072.5,477.0,0.005184176343837166
2024-03-01,55025.0,55597.0,55597.0,54739.0,41900,-0.52,AST,-1.0288324909617426,55168.0,858.0,-0.0103416155537559
2024-03-04,55216.0,55216.0,55692.0,54834.0,38400,0.35,AST,0.0,55263.0,858.0,0.0
2024-03-05,55788.0,55311.0,55788.0,55311.0,34000,1.04,AST,0.8623962683733796,55549.5,477.0,0.008586988740084678
2024-03-06,55597.0,55788.0,55788.0,55406.0,13700,-0.34,AST,-0.3423675342367534,55597.0,382.0,-0.003429549530165943
2024-03-07,55311.0,55406.0,55502.0,55311.0,18800,-0.51,AST,-0.17146157455871205,55406.5,191.0,-0.0017160873815988964
2024-03-08,55025.0,55120.0,55311.0,55025.0,17900,-0.52,AST,-0.1723512336719884,55168.0,286.0,-0.0017249992928771718
2024-03-11,54453.0,55025.0,55025.0,54357.0,23000,-1.04,AST,-1.0395274875056792,54691.0,668.0,-0.010449683132575771
2024-03-12,54357.0,54548.0,54643.0,54167.0,28200,-0.18,AST,-0.35015032631810517,54405.0,476.0,-0.003507647873508546
2024-03-13,55025.0,55025.0,55216.0,53976.0,6000,1.23,AST,0.0,54596.0,1240.0,0.0
2024-03-14,55025.0,55025.0,55025.0,54548.0,19600,0.0,AST,0.0,54786.5,477.0,0.0
2024-03-15,54834.0,55025.0,55311.0,54834.0,25900,-0.35,AST,-0.34711494775102225,55072.5,477.0,-0.0034771878944059864
2024-03-18,54262.0,54453.0,54834.0,54262.0,41800,-1.04,AST,-0.35076120691238316,54548.0,572.0,-0.0035137781634038134
2024-03-19,55120.0,54357.0,55311.0,54262.0,14900,1.58,AST,1.403683058299759,54786.5,1049.0,0.01393922658332336
2024-03-20,55120.0,55120.0,55120.0,55120.0,10100,0.0,AST,0.0,55120.0,0.0,0.0
2024-03-21,55120.0,55120.0,55311.0,54929.0,27100,0.0,AST,0.0,55120.0,382.0,0.0
2024-03-22,55025.0,55120.0,55311.0,54929.0,26500,-0.17,AST,-0.1723512336719884,55120.0,382.0,-0.0017249992928771718
2024-03-25,54834.0,55025.0,55120.0,54834.0,18500,-0.35,AST,-0.34711494775102225,54977.0,286.0,-0.0034771878944059864
2024-03-26,54548.0,54834.0,54834.0,54453.0,19300,-0.52,AST,-0.5215742057847321,54643.5,381.0,-0.005229391522531657
2024-03-27,54834.0,54548.0,54834.0,54548.0,14200,0.52,AST,0.5243088655862727,54691.0,286.0,0.005229391522531657
2024-03-28,54548.0,54929.0,54929.0,54548.0,13500,-0.52,AST,-0.6936226765460868,54738.5,381.0,-0.006960394205060894
2024-03-29,54453.0,54548.0,54643.0,54453.0,15600,-0.17,AST,-0.1741585392681675,54548.0,190.0,-0.001743103715638128
2024-04-01,54357.0,54453.0,54834.0,54357.0,30900,-0.18,AST,-0.17629882651093604,54595.5,477.0,-0.001764544157870418
2024-04-02,54739.0,54357.0,54834.0,54071.0,14700,0.7,AST,0.7027613738800891,54452.5,763.0,0.007003035146752268
2024-04-03,54262.0,54739.0,54739.0,53976.0,29000,-0.87,AST,-0.8714079541095013,54357.5,763.0,-0.008752269152285663
2024-04-04,53499.0,54262.0,54262.0,52545.0,39800,-1.41,AST,-1.4061405771995135,53403.5,1717.0,-0.014161203978060755
2024-04-05,54167.0,53499.0,54262.0,52450.0,41600,1.25,AST,1.2486214695601787,53356.0,1812.0,0.012408904790415676
2024-04-08,53690.0,54167.0,54167.0,53404.0,21800,-0.88,AST,-0.8806099654771354,53785.5,763.0,-0.008845102494422719
2024-04-09,54262.0,53690.0,54643.0,53404.0,29000,1.07,AST,1.0653753026634383,54023.5,1239.0,0.010597401682067797
2024-04-10,54167.0,53785.0,54262.0,53404.0,26900,-0.18,AST,0.7102351956865297,53833.0,858.0,0.007077249044932898
2024-04-11,53880.0,52545.0,54071.0,52545.0,10200,-0.53,AST,2.5406794176420213,53308.0,1526.0,0.02508940622460365
2024-04-12,53499.0,54071.0,54071.0,53213.0,26100,-0.71,AST,-1.0578683582696824,53642.0,858.0,-0.010635035628515865
2024-04-15,53594.0,53499.0,53880.0,53499.0,27400,0.18,AST,0.17757341258715115,53689.5,381.0,0.0017741593739799555
2024-04-16,53213.0,53499.0,53594.0,52927.0,36700,-0.71,AST,-0.5345894315781603,53260.5,667.0,-0.0053602347398928885
2024-04-17,53213.0,53308.0,53404.0,53213.0,7300,0.0,AST,-0.17820964958355218,53308.5,191.0,-0.0017836863188875896
2024-04-19,52450.0,53213.0,53213.0,51496.0,69500,-1.43,AST,-1.4338601469565706,52354.5,1717.0,-0.014442392556286876
2024-04-22,52641.0,52450.0,52736.0,52450.0,17200,0.36,AST,0.36415633937082936,52593.0,286.0,0.0036349489548026526
2024-04-23,51687.0,52641.0,52641.0,51592.0,14500,-1.81,AST,-1.8122756026671225,52116.5,1049.0,-0.01828898457872974
2024-04-24,52069.0,51687.0,52355.0,51496.0,6900,0.74,AST,0.7390639812718865,51925.5,859.0,0.007363462855554559
2024-04-25,51878.0,52069.0,52069.0,51687.0,2700,-0.37,AST,-0.36682094912519925,51878.0,382.0,-0.003674953869936104
2024-04-26,52259.0,51878.0,52259.0,51878.0,6400,0.73,AST,0.7344153591117621,52068.5,381.0,0.0073173166116298205
2024-05-02,53880.0,52545.0,53880.0,52545.0,23700,3.1,AST,2.5406794176420213,53212.5,1335.0,0.02508940622460365
2024-05-03,54071.0,53880.0,54167.0,53404.0,32700,0.35,AST,0.3544914625092799,53785.5,763.0,0.0035386462248379047
2024-05-06,56169.0,54071.0,56169.0,54071.0,119200,3.88,AST,3.880083593793346,55120.0,2098.0,0.03806700552112474
2024-05-07,60079.0,56360.0,60079.0,56169.0,145100,6.96,AST,6.598651525904897,58124.0,3910.0,0.0639006758128442
2024-05-08,59507.0,60079.0,60079.0,56265.0,39800,-0.95,AST,-0.9520797616471646,58172.0,3814.0,-0.009566410152787697
2024-05-09,58553.0,60079.0,60079.0,58172.0,40000,-1.6,AST,-2.5399890144642887,59125.5,1907.0,-0.02572803585433192
2024-05-10,57218.0,58553.0,58553.0,56932.0,31900,-2.28,AST,-2.2799856540228514,57742.5,1621.0,-0.023063792791592874
2024-05-13,56741.0,58172.0,58172.0,56455.0,60600,-0.83,AST,-2.459946365949254,57313.5,1717.0,-0.024907085839094734
2024-05-14,56741.0,56837.0,57218.0,56455.0,60400,0.0,AST,-0.16890405897566727,56836.5,763.0,-0.0016904686270482472
2024-05-15,58649.0,56837.0,58649.0,56360.0,82300,3.36,AST,3.1880641131657192,57504.5,2289.0,0.031383002552328065
2024-05-16,58839.0,59125.0,59125.0,58076.0,34600,0.32,AST,-0.48372093023255813,58600.5,1049.0,-0.004848946464612425
2024-05-17,58172.0,58839.0,59412.0,57981.0,30700,-1.13,AST,-1.1336018627101072,58696.5,1431.0,-0.011400761032019702
2024-05-20,57123.0,58172.0,58172.0,57123.0,34900,-1.8,AST,-1.8032730523275802,57647.5,1049.0,-0.018197301654911513
2024-05-21,56455.0,58172.0,58172.0,56455.0,27700,-1.17,AST,-2.951591831121502,57313.5,1717.0,-0.029960278682978014
2024-05-22,56741.0,56741.0,58172.0,56265.0,33100,0.51,AST,0.0,57218.5,1907.0,0.0
2024-05-23,57314.0,56455.0,57409.0,56455.0,16800,1.01,AST,1.5215658489062085,56932.0,954.0,0.015101061342690514
2024-05-24,56932.0,57409.0,57409.0,55788.0,62700,-0.67,AST,-0.8308801755822258,56598.5,1621.0,-0.008343512251268947
2024-05-27,57123.0,56455.0,57123.0,56265.0,14800,0.34,AST,1.1832432911168187,56694.0,858.0,0.011762977028066501
2024-05-28,58172.0,57218.0,58172.0,57027.0,62600,1.84,AST,1.6673074906497956,57599.5,1145.0,0.016535605118065178
2024-05-29,58458.0,58076.0,58458.0,57790.0,23900,0.49,AST,0.6577587988153454,58124.0,668.0,0.006556050049818296
2024-05-30,58458.0,58649.0,58649.0,57504.0,28400,0.0,AST,-0.32566625176899866,58076.5,1145.0,-0.003261976984486381
2024-05-31,57680.0,59333.0,59333.0,57680.0,8400,-1.33,AST,-2.785970707700605,58506.5,1653.0,-0.02825515065397255
2024-06-03,59236.0,57777.0,59333.0,57777.0,24500,2.7,AST,2.5252263011232845,58555.0,1556.0,0.024938692565070752
2024-06-04,58847.0,59139.0,59236.0,57874.0,11300,-0.66,AST,-0.49375200798119684,58555.0,1362.0,-0.004949749905362566
2024-06-05,58847.0,58847.0,59722.0,58069.0,29900,0.0,AST,0.0,58895.5,1653.0,0.0
2024-06-06,58069.0,58652.0,58652.0,58069.0,14600,-1.32,AST,-0.9939984996249063,58360.5,583.0,-0.009989716474983368
2024-06-07,58263.0,59139.0,59139.0,57583.0,10100,0.33,AST,-1.4812560239435906,58361.0,1556.0,-0.014923361740526886
2024-06-10,58263.0,58263.0,58361.0,57583.0,27000,0.0,AST,0.0,57972.0,778.0,0.0
2024-06-11,62251.0,58652.0,62251.0,58361.0,115000,6.84,AST,6.136193139193889,60306.0,3890.0,0.059552924357982207
2024-06-12,63905.0,62446.0,66142.0,62446.0,33200,2.66,AST,2.336418665727188,64294.0,3696.0,0.023095422304452384
2024-06-13,64391.0,63905.0,64391.0,61571.0,35900,0.76,AST,0.76050387293639,62981.0,2820.0,0.007576266207676596
2024-06-14,60209.0,64099.0,64197.0,60209.0,34500,-6.49,AST,-6.068737421800652,62203.0,3988.0,-0.06260692037926319
2024-06-17,60306.0,60598.0,60792.0,59333.0,16800,0.16,AST,-0.48186408792369384,60062.5,1459.0,-0.004830287959661561
2024-06-18,61279.0,60501.0,61279.0,59917.0,13400,1.61,AST,1.2859291581957322,60598.0,1362.0,0.012777312935513763
2024-06-19,62640.0,62738.0,64197.0,61279.0,33800,2.22,AST,-0.15620517070993656,62738.0,2918.0,-0.0015632729818282343
2024-06-20,62640.0,62154.0,62932.0,61765.0,22700,0.0,AST,0.7819287576020852,62348.5,1167.0,0.007788875378528459
2024-06-21,65267.0,62738.0,66142.0,62738.0,82300,4.19,AST,4.031049762504383,64440.0,3404.0,0.03951922400318075
2024-06-24,62446.0,65267.0,65267.0,61765.0,60400,-4.32,AST,-4.322245545221935,63516.0,3502.0,-0.044184365388330704
2024-06-25,60987.0,62543.0,63127.0,60890.0,30000,-2.34,AST,-2.487888332827015,62008.5,2237.0,-0.025193593471817266
2024-06-26,61960.0,60987.0,62057.0,60695.0,20000,1.6,AST,1.5954219751750371,61376.0,1362.0,0.015828288841630567
2024-06-27,62154.0,61960.0,62251.0,61084.0,9200,0.31,AST,0.3131052291801162,61667.5,1167.0,0.003126160755352103
2024-06-28,60792.0,61765.0,61765.0,60792.0,28100,-2.19,AST,-1.5753258317817536,61278.5,973.0,-0.015878659621293423
2024-07-01,59820.0,60306.0,60306.0,59625.0,22600,-1.6,AST,-0.8058899611978908,59965.5,681.0,-0.008091548068854593
2024-07-02,60987.0,60014.0,61084.0,59820.0,10300,1.95,AST,1.621288366047922,60452.0,1264.0,0.016082858369591335
2024-07-03,60306.0,60987.0,60987.0,60306.0,6500,-1.12,AST,-1.1166314132520045,60646.5,681.0,-0.011229125436379661
2024-07-04,60403.0,60306.0,60501.0,60306.0,12800,0.16,AST,0.16084635028023744,60403.5,195.0,0.0016071713108267716
2024-07-05,60792.0,61571.0,61571.0,60209.0,11200,0.64,AST,-1.2652060223157007,60890.0,1362.0,-0.012732779099881242
2024-07-08,60792.0,60792.0,61376.0,60306.0,9600,0.0,AST,0.0,60841.0,1070.0,0.0
2024-07-09,60209.0,60792.0,60890.0,60112.0,29400,-0.96,AST,-0.9590077641794974,60501.0,778.0,-0.009636358565838776
2024-07-10,59333.0,59528.0,60209.0,59333.0,27000,-1.45,AST,-0.3275769385835237,59771.0,876.0,-0.0032811464642943378
2024-07-11,62932.0,59431.0,62932.0,59042.0,24800,6.07,AST,5.890865036765325,60987.0,3890.0,0.057238802622579854
2024-07-12,61668.0,62932.0,62932.0,60695.0,13100,-2.01,AST,-2.0085171296002033,61813.5,2237.0,-0.0202896205800851
2024-07-15,60598.0,61668.0,61668.0,60598.0,8300,-1.74,AST,-1.7350976195109293,61133.0,1070.0,-0.017503268567773844
2024-07-16,61473.0,60598.0,62251.0,60501.0,5000,1.44,AST,1.4439420442918909,61376.0,1750.0,0.014336164792487338
2024-07-17,61571.0,60695.0,62251.0,60501.0,11400,0.16,AST,1.4432819836889366,61376.0,1750.0,0.014329658117597788
2024-07-18,61571.0,62057.0,62057.0,60403.0,8500,0.0,AST,-0.7831509741044523,61230.0,1654.0,-0.007862337068615943
2024-07-19,60598.0,60306.0,61960.0,59333.0,15200,-1.58,AST,0.4841972606374158,60646.5,2627.0,0.004830287959661561
2024-07-22,58361.0,60598.0,60598.0,57972.0,35400,-3.69,AST,-3.6915409749496684,59285.0,2626.0,-0.037614030698547296
2024-07-23,58555.0,58361.0,59333.0,58361.0,20500,0.33,AST,0.33241376946933743,58847.0,972.0,0.003318624962329153
2024-07-24,57972.0,59333.0,59333.0,57680.0,17700,-1.0,AST,-2.2938331114219745,58506.5,1653.0,-0.02320550827039547
2024-07-25,58361.0,57972.0,58458.0,57874.0,22000,0.67,AST,0.6710135927689229,58166.0,584.0,0.006687723171500792
2024-07-26,58263.0,56999.0,58361.0,56999.0,2200,-0.17,AST,2.2175827646099053,57680.0,1362.0,0.02193351969041757
2024-07-29,58263.0,58555.0,58555.0,57680.0,13700,0.0,AST,-0.4986764580309111,58117.5,875.0,-0.0049992399826770395
