"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"28/02/2024","103,400","103,500","104,700","103,300","638.60K","-0.10%"
"27/02/2024","103,500","104,800","104,800","103,500","647.80K","-0.96%"
"26/02/2024","104,500","103,900","104,900","103,900","605.60K","0.67%"
"23/02/2024","103,800","103,800","104,400","103,400","670.80K","0.19%"
"22/02/2024","103,600","103,200","104,700","103,200","621.40K","0.39%"
"21/02/2024","103,200","104,300","104,500","103,200","657.50K","-1.05%"
"20/02/2024","104,300","105,000","105,200","104,300","648.50K","-0.86%"
"19/02/2024","105,200","105,900","106,000","104,400","615.50K","-0.09%"
"16/02/2024","105,300","104,500","105,300","104,400","635.30K","0.77%"
"15/02/2024","104,500","105,400","105,500","104,000","690.70K","-0.76%"
"07/02/2024","105,300","104,700","105,300","104,300","615.70K","0.77%"
"06/02/2024","104,500","105,500","105,500","104,500","617.50K","-0.76%"
"05/02/2024","105,300","104,800","105,400","103,800","670.50K","0.48%"
"02/02/2024","104,800","105,700","105,700","104,400","622.50K","-0.66%"
"01/02/2024","105,500","104,600","105,500","104,000","610.80K","0.86%"
"31/01/2024","104,600","105,600","105,800","103,600","644.90K","-0.95%"
"30/01/2024","105,600","105,900","106,000","105,500","622.50K","-0.19%"
"29/01/2024","105,800","105,900","106,000","105,300","621.30K","0.09%"
"26/01/2024","105,700","104,500","105,800","104,500","678.60K","0.76%"
"25/01/2024","104,900","104,800","105,000","104,500","615.20K","0.19%"
"24/01/2024","104,700","105,000","105,500","103,800","660.00K","-0.29%"
"23/01/2024","105,000","105,600","105,800","103,500","701.50K","-0.57%"
"22/01/2024","105,600","105,000","105,800","104,900","630.90K","0.57%"
"19/01/2024","105,000","104,300","105,200","104,300","613.00K","0.67%"
"18/01/2024","104,300","104,600","105,000","103,700","697.90K","-0.29%"
"17/01/2024","104,600","105,400","105,400","103,900","735.60K","-0.76%"
"16/01/2024","105,400","104,500","105,400","104,300","732.40K","0.19%"
"15/01/2024","105,200","105,300","105,800","104,200","613.30K","-0.09%"
"12/01/2024","105,300","105,600","105,800","103,900","659.30K","-0.47%"
"11/01/2024","105,800","105,900","106,000","104,700","616.90K","0.09%"
"10/01/2024","105,700","106,700","106,700","104,300","670.20K","-0.75%"
"09/01/2024","106,500","106,400","106,700","105,200","628.70K","-0.09%"
"08/01/2024","106,600","107,800","107,800","106,200","626.30K","-0.93%"
"05/01/2024","107,600","107,900","108,000","106,200","633.10K","-0.19%"
"04/01/2024","107,800","107,900","108,000","105,400","667.50K","0.09%"
"03/01/2024","107,700","107,000","107,700","105,400","882.30K","0.65%"
"02/01/2024","107,000","108,000","108,300","106,800","929.80K","-0.93%"
