"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"26/02/2024","70,214","68,910","70,307","68,724","95.90K","2.17%"
"23/02/2024","68,724","69,841","70,214","68,537","91.60K","-1.60%"
"22/02/2024","69,841","70,772","70,772","69,376","34.30K","0.00%"
"21/02/2024","69,841","67,979","70,307","67,513","81.20K","2.74%"
"20/02/2024","67,979","67,606","68,258","67,327","63.00K","0.97%"
"19/02/2024","67,327","67,793","68,258","66,582","102.60K","0.42%"
"16/02/2024","67,048","66,582","67,979","66,582","126.90K","-0.28%"
"15/02/2024","67,234","67,420","67,513","66,209","57.30K","0.14%"
"07/02/2024","67,141","66,582","67,606","66,582","85.40K","0.84%"
"06/02/2024","66,582","65,744","67,513","65,744","185.30K","1.27%"
"05/02/2024","65,744","66,116","66,116","65,185","93.10K","-0.28%"
"02/02/2024","65,930","66,675","67,513","65,651","79.00K","-1.12%"
"01/02/2024","66,675","64,626","66,675","64,626","186.10K","3.17%"
"31/01/2024","64,626","61,088","65,278","60,715","422.00K","5.79%"
"30/01/2024","61,088","61,460","61,460","60,902","31.20K","0.00%"
"29/01/2024","61,088","61,926","62,019","61,088","28.20K","-0.91%"
"26/01/2024","61,646","62,391","62,391","60,995","40.80K","2.64%"
"25/01/2024","60,063","60,063","61,274","59,877","34.10K","0.16%"
"24/01/2024","59,970","60,250","60,250","59,691","36.30K","-0.31%"
"23/01/2024","60,157","60,343","60,343","60,063","32.90K","-0.31%"
"22/01/2024","60,343","61,460","61,460","60,063","87.70K","-2.26%"
"19/01/2024","61,740","61,460","62,205","61,460","31.30K","0.45%"
"18/01/2024","61,460","61,460","61,926","61,460","17.80K","0.00%"
"17/01/2024","61,460","61,460","61,553","61,367","43.80K","-0.15%"
"16/01/2024","61,553","61,646","61,646","60,995","43.30K","0.46%"
"15/01/2024","61,274","61,367","61,460","61,088","9.60K","0.15%"
"12/01/2024","61,181","61,646","61,646","61,088","28.70K","-0.76%"
"11/01/2024","61,646","61,646","62,205","61,553","17.10K","0.00%"
"10/01/2024","61,646","62,112","62,205","61,460","14.70K","-0.75%"
"09/01/2024","62,112","62,205","62,205","61,926","14.80K","0.15%"
"08/01/2024","62,019","62,578","62,578","61,460","16.00K","-1.04%"
"05/01/2024","62,671","63,323","63,416","62,578","27.00K","-0.44%"
"04/01/2024","62,950","64,254","64,254","62,857","22.50K","-2.03%"
"03/01/2024","64,254","62,578","64,254","62,578","20.80K","1.47%"
"02/01/2024","63,323","64,227","64,227","61,694","114.60K","-2.64%"
