"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"03/04/2024","54,262.0","54,739.0","54,739.0","53,976.0","29.00K","-0.87%"
"02/04/2024","54,739.0","54,357.0","54,834.0","54,071.0","14.70K","0.70%"
"01/04/2024","54,357.0","54,453.0","54,834.0","54,357.0","30.90K","-0.18%"
"29/03/2024","54,453.0","54,548.0","54,643.0","54,453.0","15.60K","-0.17%"
"28/03/2024","54,548.0","54,929.0","54,929.0","54,548.0","13.50K","-0.52%"
"27/03/2024","54,834.0","54,548.0","54,834.0","54,548.0","14.20K","0.52%"
"26/03/2024","54,548.0","54,834.0","54,834.0","54,453.0","19.30K","-0.52%"
"25/03/2024","54,834.0","55,025.0","55,120.0","54,834.0","18.50K","-0.35%"
"22/03/2024","55,025.0","55,120.0","55,311.0","54,929.0","26.50K","-0.17%"
"21/03/2024","55,120.0","55,120.0","55,311.0","54,929.0","27.10K","0.00%"
"20/03/2024","55,120.0","55,120.0","55,120.0","55,120.0","10.10K","0.00%"
"19/03/2024","55,120.0","54,357.0","55,311.0","54,262.0","14.90K","1.58%"
"18/03/2024","54,262.0","54,453.0","54,834.0","54,262.0","41.80K","-1.04%"
"15/03/2024","54,834.0","55,025.0","55,311.0","54,834.0","25.90K","-0.35%"
"14/03/2024","55,025.0","55,025.0","55,025.0","54,548.0","19.60K","0.00%"
"13/03/2024","55,025.0","55,025.0","55,216.0","53,976.0","6.00K","1.23%"
"12/03/2024","54,357.0","54,548.0","54,643.0","54,167.0","28.20K","-0.18%"
"11/03/2024","54,453.0","55,025.0","55,025.0","54,357.0","23.00K","-1.04%"
"08/03/2024","55,025.0","55,120.0","55,311.0","55,025.0","17.90K","-0.52%"
"07/03/2024","55,311.0","55,406.0","55,502.0","55,311.0","18.80K","-0.51%"
"06/03/2024","55,597.0","55,788.0","55,788.0","55,406.0","13.70K","-0.34%"
"05/03/2024","55,788.0","55,311.0","55,788.0","55,311.0","34.00K","1.04%"
"04/03/2024","55,216.0","55,216.0","55,692.0","54,834.0","38.40K","0.35%"
"01/03/2024","55,025.0","55,597.0","55,597.0","54,739.0","41.90K","-0.52%"
"29/02/2024","55,311.0","55,025.0","55,311.0","54,834.0","25.60K","-0.86%"
"28/02/2024","55,788.0","55,883.0","55,883.0","55,311.0","22.40K","0.17%"
"27/02/2024","55,692.0","55,025.0","55,692.0","54,834.0","25.20K","0.69%"
"26/02/2024","55,311.0","55,025.0","55,311.0","54,834.0","44.60K","0.00%"
"23/02/2024","55,311.0","54,929.0","56,074.0","54,929.0","55.50K","0.70%"
"22/02/2024","54,929.0","55,311.0","55,692.0","54,929.0","67.50K","-0.17%"
"21/02/2024","55,025.0","55,311.0","55,311.0","54,834.0","92.00K","-0.86%"
"20/02/2024","55,502.0","55,788.0","55,788.0","55,216.0","83.10K","-1.36%"
"19/02/2024","56,265.0","55,788.0","56,265.0","55,502.0","153.10K","1.20%"
"16/02/2024","55,597.0","55,120.0","55,597.0","55,120.0","19.20K","1.04%"
"15/02/2024","55,025.0","54,548.0","55,406.0","54,548.0","52.50K","1.23%"
"07/02/2024","54,357.0","54,357.0","54,739.0","54,167.0","10.30K","-0.70%"
"06/02/2024","54,739.0","54,834.0","54,834.0","53,976.0","26.90K","1.06%"
"05/02/2024","54,167.0","54,357.0","54,357.0","54,071.0","6.50K","-0.53%"
"02/02/2024","54,453.0","54,071.0","54,453.0","53,880.0","32.40K","0.71%"
"01/02/2024","54,071.0","54,834.0","54,834.0","54,071.0","93.70K","-1.39%"
"31/01/2024","54,834.0","57,218.0","57,218.0","54,739.0","88.10K","-1.03%"
"30/01/2024","55,406.0","54,357.0","55,406.0","53,785.0","127.30K","2.11%"
"29/01/2024","54,262.0","54,357.0","54,357.0","53,976.0","10.50K","-0.17%"
"26/01/2024","54,357.0","54,167.0","54,357.0","53,976.0","8.20K","0.18%"
"25/01/2024","54,262.0","54,357.0","54,357.0","53,976.0","5.70K","0.00%"
"24/01/2024","54,262.0","54,453.0","54,453.0","53,880.0","38.20K","-0.87%"
"23/01/2024","54,739.0","55,120.0","55,120.0","53,976.0","6.50K","1.59%"
"22/01/2024","53,880.0","56,169.0","56,169.0","53,785.0","90.10K","-0.70%"
"19/01/2024","54,262.0","54,262.0","54,834.0","54,071.0","35.40K","0.00%"
"18/01/2024","54,262.0","56,074.0","56,074.0","53,785.0","30.00K","-0.17%"
"17/01/2024","54,357.0","54,167.0","54,357.0","53,785.0","13.20K","0.35%"
"16/01/2024","54,167.0","53,404.0","54,262.0","53,213.0","32.70K","0.53%"
"15/01/2024","53,880.0","54,357.0","54,643.0","53,880.0","94.30K","-0.70%"
"12/01/2024","54,262.0","55,025.0","55,025.0","54,071.0","50.00K","-0.17%"
"11/01/2024","54,357.0","52,450.0","56,074.0","52,450.0","175.90K","3.64%"
"10/01/2024","52,450.0","51,496.0","52,450.0","51,115.0","39.20K","2.23%"
"09/01/2024","51,306.0","48,349.0","51,496.0","48,063.0","34.00K","5.49%"
"08/01/2024","48,635.0","48,254.0","48,922.0","48,254.0","12.70K","0.39%"
"05/01/2024","48,445.0","48,540.0","48,540.0","48,159.0","13.40K","0.59%"
"04/01/2024","48,159.0","48,254.0","48,254.0","47,968.0","14.70K","1.00%"
"03/01/2024","47,682.0","48,159.0","48,159.0","47,682.0","5.40K","-0.99%"
"02/01/2024","48,159.0","48,159.0","48,445.0","48,159.0","2.50K","0.00%"
